rank_in_stream,seed,score,uncapped,roguelike_chests,village_chests
1841,-5003878340699652089,308975,313975,654,28
1842,-7936625524608652397,141460,143360,412,23
1843,-372901922167526455,193452,195352,481,26
1844,6611664617715434071,267633,273233,612,34
1845,-3977604142266472037,219846,224146,528,44
1846,-2827078948563618784,217212,220412,527,53
1847,-8305150792791271235,183807,186507,380,18
1848,147500637268365686,202105,205505,469,13
1849,-3225397575003657672,260050,263550,528,40
1850,-1596013514570568414,242888,245088,473,40
1851,4606587717695702334,234257,239757,638,34
1852,7773337697762382894,204759,210059,515,38
1853,-5785695009821170516,216541,219541,478,34
1854,-159353568021214233,196729,199929,548,20
1855,3822200760585291688,204398,208298,479,49
1856,5808031130845212414,141833,143833,492,43
1857,-5299204325904373558,236243,241143,652,28
1858,-1760988221780982030,229743,231843,540,48
1859,2684787418791634747,260859,275659,569,13
1860,5120652550459950631,191025,193825,492,17
1861,1533044825727405202,266956,271056,619,53
1862,4965463700539631913,140715,143215,422,49
1863,3426115647205112260,195415,199515,436,49
1864,783588305746322414,217173,226273,523,42
1865,-1702375269261937551,195906,198206,397,12
1866,-5412850807015395394,173703,175803,444,38
1867,-5431049740961440140,216011,219911,468,25
1868,1952988561156503339,186922,190422,492,28
1869,4484811052520101771,90091,91391,309,31
1870,-163698363734026693,139605,140705,415,43
1871,-6045866497859961044,263800,271000,650,51
1872,8674944409917035459,271776,275976,655,25
1873,-7176331054391621472,170374,172874,427,23
1874,73160179344124733,192820,195220,425,23
1875,-8196517888821302774,233515,237615,486,40
1876,-7540798193302553938,213891,216691,515,7
1877,8227287324586952453,202463,204763,462,21
1878,3339295233654582503,169134,173734,427,40
1879,-2099830556999598297,239660,243260,602,32
1880,1573202125354693616,206473,208873,426,39
1881,3786275327640047552,110000,111600,332,5
1882,-6721558259902105687,138360,141160,424,39
1883,6139962724715305358,232127,235527,636,30
1884,7735533007012686398,317240,321840,714,28
1885,294116063187046259,357846,371646,717,38
1886,-171616948391198811,144489,145989,389,68
1887,-5520478915687345673,272675,275775,734,16
1888,-5652236464496409764,260688,264988,560,55
1889,-8147545349410537475,239121,242721,535,24
1890,-1738219807259810064,244724,249524,695,41
1891,3157287994948915998,268288,291588,704,31
1892,-1033556805212811081,239809,243109,555,26
1893,-666798048934947526,214701,218701,517,29
1894,2434850262747127620,250316,253516,626,33
1895,-4408299541060543893,254378,257378,582,19
1896,-2733128164049163958,118123,124623,409,39
1897,6331699107373885885,155977,158077,382,38
1898,6212082120133278558,216643,219343,486,54
1899,-6005768206367232284,195882,199282,416,53
1900,2293680305176557681,217902,220702,487,26
1901,-371931259585116350,261885,266485,689,31
1902,-6975841919482206291,162013,164913,387,23
1903,-5294693925109547379,107470,108570,290,44
1904,-2286592325656919749,294473,298873,626,53
1905,-7876256612091012910,308169,323169,649,22
1906,5690531730535465682,277253,280553,622,37
1907,-2208773019656805428,274903,289103,582,25
1908,-8173683240761901002,199285,203085,460,42
1909,-8403111000849670994,293694,299594,652,21
1910,2122456397387704235,195536,197936,446,32
1911,2399770423857004437,199717,202817,580,38
1912,6609362232463702901,206950,209250,526,57
1913,348108596597110677,308157,314357,742,30
1914,6490269158561664037,168774,172074,456,5
1915,-3545948919484541274,325399,333499,807,20
1916,-7809406231002749516,294290,298490,585,47
1917,6848661723862096339,186087,189487,445,29
1918,-8729587002139280419,228937,232537,526,13
1919,2863569640160991059,281575,305575,647,58
1920,5633897140340065156,214087,216887,536,26
1921,8596778525892551058,181251,183051,394,29
1922,2860060712430972528,225182,228982,568,26
1923,-7022251248160151356,254346,259446,635,17
1924,5119289104234626938,137748,139648,385,46
1925,3721549387671043184,250080,263080,504,63
1926,-7462275121304254449,207257,210557,570,53
1927,-8279556290228492862,256682,260982,632,44
1928,-666758624720188584,186649,190749,447,28
1929,5275128703873153240,189914,193314,507,15
1930,-685879817013295954,208921,211721,488,24
1931,-2610218906395430680,343194,348894,783,36
1932,4681564278891502039,297276,302776,669,17
1933,6983255273300143728,234353,247353,454,36
1934,8233459242141558824,363701,380201,790,41
1935,6937518717830540210,257673,261573,624,29
1936,3534977044522820033,235074,249274,641,33
1937,4036695994339207894,336217,343717,844,76
1938,-8215596903730053502,199224,202624,459,26
1939,-5110120914352992590,174868,177368,447,26
1940,7764332464997979926,275855,279755,612,45
1941,-7380482714628972235,196211,198311,470,52
1942,7919388580959052376,187285,190185,459,54
1943,2924894630706481380,280096,284396,658,45
1944,-8368619573585214882,219101,222501,607,38
1945,-1772654309650992975,227996,232496,620,27
1946,3654352889208039937,255710,259610,549,36
1947,-5285105759446190336,231043,243543,480,28
1948,3610474138052898241,309601,343901,629,6
1949,-6062103764620824871,233270,237170,515,31
1950,614091827366942017,296217,332217,702,46
1951,-4416709876294064758,184309,187209,453,37
1952,-4527279682168812184,227600,233800,618,51
1953,-4107528624217901593,203541,206541,542,36
1954,3877908545821135289,225773,228073,518,31
1955,-1889658757257418942,304117,309617,719,46
1956,5236115512276651031,163508,165608,353,25
1957,1104083364916311242,235170,238970,517,42
1958,2097018157928707075,278745,292245,725,45
1959,7320966684049570816,230194,233894,645,35
1960,-7259984565046196729,186789,189689,420,30
1961,940581596650434762,289904,294504,628,28
1962,-883901563013112397,228167,230867,476,27
1963,3345632941629589254,272058,274658,494,57
1964,-3667659954923868891,258555,262855,594,46
1965,-5393064115507221082,255759,259459,691,39
1966,-2550419787034010240,175088,177988,421,60
1967,-1287750441184137998,321246,328746,839,29
1968,744485021595092698,235076,238476,501,26
1969,-4843272630580770606,296322,301922,738,36
1970,3409297389295138592,196325,200925,572,53
1971,8480074422170307458,186362,188962,503,36
1972,6544073564366958256,166737,171737,448,48
1973,-2998481208776616590,148159,149959,381,15
1974,-5151621121212869277,316906,322506,737,30
1975,-6603818974519692036,224556,248056,478,38
1976,3027555766915815287,177350,192250,460,26
1977,-185322649196259063,241190,244490,552,43
1978,7920324664058626220,217712,220712,543,25
1979,9032417595432291096,224430,226630,538,41
1980,-3966257033739172300,240661,265661,683,31
1981,-3555467317044595248,224508,227908,528,49
1982,1226533065815776047,194926,199626,443,26
1983,4654379638620434789,266563,271563,660,18
1984,2027746235547792328,279522,283922,561,62
1985,-474727979596600421,204099,207099,447,34
1986,5195959132476784579,271339,274339,662,19
1987,-1711409297884350508,247072,262172,571,26
1988,7439082214055954223,169080,171480,427,18
1989,6507898270411762463,126612,127712,391,27
1990,-7454649491658150681,146077,148677,348,26
1991,-1264155217100946485,212140,215140,560,31
1992,-6442277414391076399,212760,216860,467,35
1993,104568517889229023,306483,310783,684,35
1994,-1940209060862355343,293564,297964,708,40
1995,-3080829800721019921,208855,212055,481,50
1996,957196565817792595,239406,243906,660,38
1997,7942542876478784185,227580,230780,538,69
1998,-2044730870898760260,310546,314746,817,40
1999,-7387208133461340441,156603,157903,363,34
2000,8895078399301600931,289319,303919,653,36
2001,-6732621312357286700,165900,168000,461,25
2002,-1081910699721930789,245652,249952,617,52
2003,6577883823257712840,228986,232886,554,36
2004,2777570763504647862,264059,269459,633,42
2005,1392239456692619705,167382,170082,406,13
2006,7219203799236956960,220257,223257,457,30
2007,-7240233400350793649,183758,186358,579,30
2008,-5393292405960867699,246986,250386,501,44
2009,-4799052020905412097,350946,354846,750,41
2010,-1151293677162395580,300006,305006,652,69
2011,9867099143859349,267880,271080,545,9
2012,-4592328579825330281,249765,254765,597,23
2013,2823154188475077458,215246,217446,486,38
2014,-3469258610328494500,179462,181162,375,42
2015,2096813681101676920,184539,188039,477,15
2016,-3356324138200166565,197180,200680,432,34
2017,7721120034650657975,262903,267603,614,72
2018,-3256602336605903453,290408,295908,696,71
2019,-4201300665861366108,195746,199746,505,20
2020,-1389258072178451209,229710,236210,690,33
2021,4590012113917828447,176887,179887,451,43
2022,6632336473147448064,167909,171209,480,28
2023,-6771703615940470462,216396,219396,487,24
2024,1111803680373930241,279304,284404,626,55
2025,-6161510356768596654,154587,156487,383,31
2026,-4034896550518835706,203926,207326,516,7
2027,-2013112901399024220,300614,304414,674,16
2028,5425180958256926063,312215,316815,694,14
2029,-5114833752296393639,286176,289376,606,26
2030,-359217943747504860,255427,280327,549,31
2031,1795962664874036778,319100,324000,749,79
2032,-672059833826501650,156532,158232,471,43
2033,-5002676521653960258,193601,195301,433,31
2034,1052101588824845828,237596,240996,580,54
2035,-3340153282842136100,221157,224557,535,32
2036,4683849911981657027,208475,211075,541,15
2037,7890374002719647331,184835,188835,562,59
2038,-171782881330104037,269818,273318,537,41
2039,4845095859905191491,183555,185955,445,50
2040,280638398716907889,346707,352707,773,32
2041,4943595145292692212,243535,246735,602,46
2042,-353920922273712846,218969,221869,554,29
2043,-7492690549652892883,152170,159770,502,37
2044,3350471926423682466,203239,207239,555,38
2045,1573236740668458248,217793,220393,602,38
2046,-57020037000947123,298402,304302,703,47
2047,7223440748718689448,257810,260310,545,49
2048,4170841152590020607,250509,253209,612,44
2049,2330140711477170478,224863,227863,479,29
2050,2547506568200962398,242442,256642,654,30
2051,8035563837087069628,255410,259810,582,58
2052,6980993314062035002,308069,311969,741,88
2053,6964767747273557340,157952,159852,443,34
2054,-3424581816320179897,227841,241141,463,55
2055,3473225870563841347,303454,318054,779,9
2056,8850495423462312062,213531,215131,456,29
2057,-715159764587688430,187310,190810,383,25
2058,-8472526696876978890,184244,186344,510,45
2059,-6198538196246730470,291386,306086,706,7
2060,-8341554009612497530,214108,217308,462,19
2061,4227511755256427997,170278,172578,429,34
2062,3104672608630304483,239366,241666,480,20
2063,7529288339985230072,248158,251058,582,33
2064,6274149825922140417,248196,252896,612,45
2065,3647893286668678598,276756,281456,688,52
2066,-8519927941302569139,328501,336101,755,39
2067,-5428702430873655151,191103,193203,448,54
2068,-3457706607340026771,186208,190708,502,10
2069,1154161959207115666,267429,280929,595,41
2070,-576550539472332340,161646,163146,412,61
2071,6407438330636639056,241057,245857,567,39
2072,3286321492297335315,205536,209536,478,26
2073,7750507887681866987,251665,255665,591,52
2074,1966592845687680138,249765,252665,529,58
2075,74273794955771872,221011,225911,591,46
2076,5309716484245296997,285980,289280,667,25
2077,736357770547402094,288641,293741,674,38
2078,-5062847655297987978,196118,198118,453,48
2079,6975611636925395866,211093,212893,497,31
2080,9007761592339290941,278702,288402,680,31
2081,-4339480021454810471,224965,226665,437,17
2082,9092076616872546954,210050,213150,480,21
2083,-4663335996388253945,184161,186161,378,32
2084,-720113120632628435,213868,215468,440,28
2085,-5221400113462532246,375513,383613,946,79
2086,8487724566156964370,202203,204803,468,20
2087,8492932103375210233,229452,232152,480,34
2088,-4915334746927040047,234738,238538,704,13
2089,3673358571397845049,253057,258257,618,30
2090,5730362437543365956,212810,216410,481,25
2091,4100834605054663661,141467,143267,444,42
2092,5948769317073133840,327010,331110,706,38
2093,6535906977643076653,333258,337758,771,21
2094,5982075914853440053,236470,239370,542,44
2095,-8060840462190358,236018,240018,553,68
2096,8690826650472479798,180499,183399,434,38
2097,5038730922685682671,291391,306091,671,48
2098,6270110623847298254,251072,287572,626,31
2099,-3226851914901798165,135772,137772,455,47
2100,6891211462474545349,310947,315747,707,55
2101,6959164576605777643,267809,270709,555,43
2102,-8124277487148810510,252509,255209,568,11
2103,-2033560185631540146,173799,175699,471,28
2104,5442443661023790910,225618,229318,566,26
2105,-6817031076016343417,204218,207918,548,17
2106,1599816756089126695,211823,215423,418,39
2107,615966845530104094,235145,237945,503,20
2108,-2435958387148229158,308963,342563,659,28
2109,-1099128968660756428,115335,119135,433,14
2110,2837101057534207952,277317,281317,612,21
2111,-6820065129733836072,223580,227780,496,44
2112,-3523033660613251619,212851,217351,525,16
2113,4303933753580379801,295106,300206,676,24
2114,-9200674995582751258,182444,185044,482,43
2115,-8486379112699880495,264084,268984,629,34
2116,-574603011492954283,287826,291726,597,10
2117,1644040588878790344,174554,177554,450,39
2118,-3790731595894256416,201840,204640,419,41
2119,-2954676138086499904,269939,273739,597,39
2120,-1569612819440471575,213460,215660,536,21
2121,-6129854666228045275,302715,309115,611,18
2122,9216473327736575584,306810,311510,671,43
2123,-2477818458305566920,272265,276565,569,20
2124,-5881422678566660426,169478,170678,353,33
2125,-8481616552859751818,173332,185832,445,6
2126,-6926592399620549967,195598,199698,468,29
2127,-4529849442734734361,200023,203623,483,7
2128,-7354894948055042249,243423,247423,529,43
2129,7087272849722166743,195887,198887,485,19
2130,-3483122365305078910,172934,175634,383,54
2131,-6785296848358754675,216118,219618,488,52
2132,-6395802260314773169,261394,264494,601,14
2133,3395376393716508525,251293,254593,627,25
2134,5240677030462781796,179894,181294,380,36
2135,-8387236423260085157,122407,123507,313,35
2136,7339923345112770050,276898,280498,578,54
2137,6913427716490860884,231444,233244,447,62
2138,3085123235062366380,125793,126593,257,46
2139,6534745190350229456,187053,189753,493,14
